Date,Timestamp,Epoch,Moteid,temperature,Humidity,Light,Voltage,window_id
2/28/2004,3:15:17 AM,275,1,18.5086,38.9742,43.24,2.68742,node-1-win-0
2/28/2004,3:19:17 AM,283,1,18.4694,38.9742,43.24,2.68742,node-1-win-0
2/28/2004,3:20:47 AM,286,1,18.4596,38.9742,43.24,2.68742,node-1-win-0
2/28/2004,3:23:46 AM,292,1,18.44,38.9401,43.24,2.68742,node-1-win-0
2/28/2004,3:24:17 AM,293,1,18.4204,38.9401,43.24,2.68742,node-1-win-0
2/28/2004,3:25:16 AM,295,1,18.4204,38.9401,43.24,2.68742,node-1-win-0
2/28/2004,3:26:16 AM,297,1,18.4106,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:28:47 AM,302,1,18.4008,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,3:29:47 AM,304,1,18.4008,39.0763,43.24,2.67532,node-1-win-0
2/28/2004,3:30:16 AM,305,1,18.4008,39.1443,43.24,2.69964,node-1-win-0
2/28/2004,3:32:17 AM,309,1,18.4106,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,3:33:47 AM,312,1,18.4204,39.0422,43.24,2.68742,node-1-win-0
2/28/2004,3:34:46 AM,314,1,18.4106,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,3:36:17 AM,317,1,18.4008,39.0763,43.24,2.69964,node-1-win-0
2/28/2004,3:36:47 AM,318,1,18.4008,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:37:46 AM,320,1,18.4008,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:40:47 AM,326,1,18.3812,39.0763,43.24,2.69964,node-1-win-0
2/28/2004,3:41:17 AM,327,1,18.3714,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:41:47 AM,328,1,18.3812,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:42:16 AM,329,1,18.3616,39.0082,43.24,2.69964,node-1-win-0
2/28/2004,3:45:47 AM,336,1,18.342,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:46:16 AM,337,1,18.3322,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:48:17 AM,341,1,18.3322,39.0082,43.24,2.67532,node-1-win-0
2/28/2004,3:48:47 AM,342,1,18.3322,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:49:17 AM,343,1,18.342,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,3:50:17 AM,345,1,18.3126,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,3:51:17 AM,347,1,18.3224,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,3:52:47 AM,350,1,18.3028,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,3:53:16 AM,351,1,18.3028,39.1103,43.24,2.68742,node-1-win-0
2/28/2004,3:53:47 AM,352,1,18.293,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,3:54:47 AM,354,1,18.3028,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,3:56:46 AM,358,1,18.293,39.0763,43.24,2.67532,node-1-win-0
2/28/2004,3:57:17 AM,359,1,18.2832,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,3:58:47 AM,362,1,18.2636,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,4:00:17 AM,365,1,18.2734,39.0422,43.24,2.68742,node-1-win-0
2/28/2004,4:01:16 AM,367,1,18.2636,39.0763,43.24,2.69964,node-1-win-0
2/28/2004,4:03:19 AM,371,1,18.2636,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:05:47 AM,376,1,18.244,38.9742,43.24,2.68742,node-1-win-0
2/28/2004,4:08:17 AM,381,1,18.2048,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,4:08:47 AM,382,1,18.2048,39.1443,43.24,2.67532,node-1-win-0
2/28/2004,4:09:16 AM,383,1,18.1852,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,4:10:46 AM,386,1,18.2048,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,4:11:17 AM,387,1,18.2048,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,4:11:47 AM,388,1,18.2048,39.1443,43.24,2.67532,node-1-win-0
2/28/2004,4:14:17 AM,393,1,18.1852,39.0422,43.24,2.68742,node-1-win-0
2/28/2004,4:15:47 AM,396,1,18.1558,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,4:16:17 AM,397,1,18.1656,39.1443,43.24,2.68742,node-1-win-0
2/28/2004,4:18:47 AM,402,1,18.1558,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,4:19:47 AM,404,1,18.1558,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,4:21:46 AM,408,1,18.1362,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:23:47 AM,412,1,18.1264,39.0422,43.24,2.67532,node-1-win-0
2/28/2004,4:25:17 AM,415,1,18.1068,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,4:26:16 AM,417,1,18.097,39.0422,43.24,2.68742,node-1-win-0
2/28/2004,4:26:47 AM,418,1,18.0872,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:27:17 AM,419,1,18.0872,39.0763,43.24,2.67532,node-1-win-0
2/28/2004,4:27:47 AM,420,1,18.0872,39.0422,43.24,2.69964,node-1-win-0
2/28/2004,4:29:47 AM,424,1,18.0872,39.0763,43.24,2.67532,node-1-win-0
2/28/2004,4:30:16 AM,425,1,18.0774,39.0422,43.24,2.68742,node-1-win-0
2/28/2004,4:31:47 AM,428,1,18.0676,39.1103,43.24,2.68742,node-1-win-0
2/28/2004,4:35:16 AM,435,1,18.0676,39.1103,43.24,2.67532,node-1-win-0
2/28/2004,4:35:47 AM,436,1,18.0676,39.0763,43.24,2.67532,node-1-win-0
2/28/2004,4:36:47 AM,438,1,18.0676,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:40:17 AM,445,1,18.0284,39.0422,43.24,2.68742,node-1-win-0
2/28/2004,4:40:47 AM,446,1,18.0382,39.0763,43.24,2.68742,node-1-win-0
2/28/2004,4:44:17 AM,453,1,18.0284,39.0082,43.24,2.67532,node-1-win-0
2/28/2004,4:45:16 AM,455,1,18.0284,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:45:47 AM,456,1,18.0186,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:46:16 AM,457,1,18.0088,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,4:46:47 AM,458,1,18.0088,39.0082,43.24,2.68742,node-1-win-0
2/28/2004,1:08:17 AM,21,2,19.567,39.6878,121.44,2.67532,node-2-win-1
2/28/2004,1:10:16 AM,25,2,19.5376,39.7557,121.44,2.67532,node-2-win-1
2/28/2004,1:26:47 AM,58,2,19.4788,39.6878,121.44,2.66332,node-2-win-1
2/28/2004,1:28:16 AM,61,2,19.4494,39.7217,121.44,2.67532,node-2-win-1
2/28/2004,1:33:46 AM,72,2,19.4984,39.586,121.44,2.67532,node-2-win-1
2/28/2004,1:34:46 AM,74,2,19.4788,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,1:36:47 AM,78,2,19.4592,39.5181,121.44,2.67532,node-2-win-1
2/28/2004,1:37:16 AM,79,2,19.4494,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:38:16 AM,81,2,19.4788,39.4162,121.44,2.68742,node-2-win-1
2/28/2004,1:39:17 AM,83,2,19.469,39.3483,121.44,2.67532,node-2-win-1
2/28/2004,1:39:47 AM,84,2,19.4788,39.4842,121.44,2.66332,node-2-win-1
2/28/2004,1:40:46 AM,86,2,19.4592,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:41:46 AM,88,2,19.4592,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:42:16 AM,89,2,19.4494,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:44:46 AM,94,2,19.4396,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:45:17 AM,95,2,19.4396,39.4162,121.44,2.67532,node-2-win-1
2/28/2004,1:45:46 AM,96,2,19.4396,39.3483,121.44,2.67532,node-2-win-1
2/28/2004,1:46:16 AM,97,2,19.4396,39.3483,121.44,2.67532,node-2-win-1
2/28/2004,1:46:46 AM,98,2,19.4396,39.3483,121.44,2.67532,node-2-win-1
2/28/2004,1:49:46 AM,104,2,19.371,39.586,121.44,2.67532,node-2-win-1
2/28/2004,1:50:17 AM,105,2,19.371,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,1:51:46 AM,108,2,19.3906,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:52:16 AM,109,2,19.4004,39.4162,121.44,2.67532,node-2-win-1
2/28/2004,1:53:47 AM,112,2,19.4004,39.4502,121.44,2.66332,node-2-win-1
2/28/2004,1:54:17 AM,113,2,19.4004,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,1:56:17 AM,117,2,19.3808,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:02:17 AM,129,2,19.371,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:02:46 AM,130,2,19.371,39.5181,121.44,2.66332,node-2-win-1
2/28/2004,2:03:17 AM,131,2,19.371,39.4162,121.44,2.67532,node-2-win-1
2/28/2004,2:04:16 AM,133,2,19.3416,39.5181,121.44,2.67532,node-2-win-1
2/28/2004,2:06:17 AM,137,2,19.3612,39.2803,121.44,2.67532,node-2-win-1
2/28/2004,2:06:47 AM,138,2,19.3416,39.3483,121.44,2.67532,node-2-win-1
2/28/2004,2:07:16 AM,139,2,19.3416,39.3823,121.44,2.67532,node-2-win-1
2/28/2004,2:07:47 AM,140,2,19.3416,39.5181,121.44,2.67532,node-2-win-1
2/28/2004,2:08:16 AM,141,2,19.322,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:08:47 AM,142,2,19.3122,39.62,121.44,2.67532,node-2-win-1
2/28/2004,2:09:16 AM,143,2,19.2828,39.62,121.44,2.67532,node-2-win-1
2/28/2004,2:15:17 AM,155,2,19.3024,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:18:17 AM,161,2,19.273,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:19:47 AM,164,2,19.2828,39.4162,121.44,2.67532,node-2-win-1
2/28/2004,2:20:17 AM,165,2,19.273,39.2803,121.44,2.67532,node-2-win-1
2/28/2004,2:23:16 AM,171,2,19.2534,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:24:46 AM,174,2,19.2632,39.4842,121.44,2.66332,node-2-win-1
2/28/2004,2:27:46 AM,180,2,19.2338,39.2803,121.44,2.67532,node-2-win-1
2/28/2004,2:28:47 AM,182,2,19.2142,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:29:16 AM,183,2,19.2044,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:29:47 AM,184,2,19.1848,39.62,121.44,2.66332,node-2-win-1
2/28/2004,2:30:17 AM,185,2,19.2044,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:32:17 AM,189,2,19.2044,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,2:32:46 AM,190,2,19.1848,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:33:16 AM,191,2,19.1848,39.5521,121.44,2.65143,node-2-win-1
2/28/2004,2:34:17 AM,193,2,19.224,39.3483,121.44,2.66332,node-2-win-1
2/28/2004,2:35:17 AM,195,2,19.1946,39.4162,121.44,2.67532,node-2-win-1
2/28/2004,2:36:17 AM,197,2,19.2142,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:40:46 AM,206,2,19.1848,39.4162,121.44,2.67532,node-2-win-1
2/28/2004,2:41:17 AM,207,2,19.1554,39.2803,121.44,2.66332,node-2-win-1
2/28/2004,2:42:17 AM,209,2,19.1554,39.2803,121.44,2.67532,node-2-win-1
2/28/2004,2:46:46 AM,218,2,19.126,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,2:47:16 AM,219,2,19.126,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,2:47:47 AM,220,2,19.1358,39.4502,121.44,2.66332,node-2-win-1
2/28/2004,2:48:17 AM,221,2,19.1358,39.3483,121.44,2.67532,node-2-win-1
2/28/2004,2:48:46 AM,222,2,19.126,39.2803,121.44,2.66332,node-2-win-1
2/28/2004,2:49:17 AM,223,2,19.1456,39.3143,121.44,2.66332,node-2-win-1
2/28/2004,2:51:17 AM,227,2,19.0868,39.62,121.44,2.67532,node-2-win-1
2/28/2004,2:54:17 AM,233,2,19.028,39.6878,121.44,2.67532,node-2-win-1
2/28/2004,2:54:46 AM,234,2,19.0476,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,2:55:47 AM,236,2,19.0476,39.4842,121.44,2.67532,node-2-win-1
2/28/2004,2:57:47 AM,240,2,19.028,39.62,121.44,2.67532,node-2-win-1
2/28/2004,2:58:17 AM,241,2,19.028,39.5521,121.44,2.65143,node-2-win-1
2/28/2004,2:58:47 AM,242,2,19.0182,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,2:59:47 AM,244,2,19.0182,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,3:00:16 AM,245,2,19.028,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,3:01:47 AM,248,2,19.0084,39.4842,121.44,2.65143,node-2-win-1
2/28/2004,3:02:46 AM,250,2,19.0084,39.4162,121.44,2.66332,node-2-win-1
2/28/2004,3:03:17 AM,251,2,19.0084,39.4162,121.44,2.66332,node-2-win-1
2/28/2004,3:07:47 AM,260,2,18.9692,39.6878,121.44,2.66332,node-2-win-1
2/28/2004,3:08:47 AM,262,2,18.9692,39.586,121.44,2.66332,node-2-win-1
2/28/2004,3:09:17 AM,263,2,18.979,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,3:09:46 AM,264,2,18.9692,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,3:11:17 AM,267,2,18.9594,39.7557,121.44,2.65143,node-2-win-1
2/28/2004,3:11:47 AM,268,2,18.9594,39.7217,121.44,2.66332,node-2-win-1
2/28/2004,3:13:47 AM,272,2,18.9398,39.6878,121.44,2.67532,node-2-win-1
2/28/2004,3:16:17 AM,277,2,18.9594,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,3:17:17 AM,279,2,18.9496,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,3:18:17 AM,281,2,18.9594,39.62,121.44,2.67532,node-2-win-1
2/28/2004,3:18:47 AM,282,2,18.9496,39.62,121.44,2.66332,node-2-win-1
2/28/2004,3:19:47 AM,284,2,18.9496,39.6539,121.44,2.66332,node-2-win-1
2/28/2004,3:23:17 AM,291,2,18.93,39.5181,121.44,2.67532,node-2-win-1
2/28/2004,3:24:17 AM,293,2,18.9202,39.5521,121.44,2.66332,node-2-win-1
2/28/2004,3:24:47 AM,294,2,18.9104,39.62,121.44,2.66332,node-2-win-1
2/28/2004,3:25:46 AM,296,2,18.9006,39.4842,121.44,2.66332,node-2-win-1
2/28/2004,3:27:16 AM,299,2,18.8712,39.7217,121.44,2.66332,node-2-win-1
2/28/2004,3:27:46 AM,300,2,18.8418,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:28:47 AM,302,2,18.8516,39.8235,121.44,2.66332,node-2-win-1
2/28/2004,3:29:46 AM,304,2,18.881,39.6878,121.44,2.66332,node-2-win-1
2/28/2004,3:30:47 AM,306,2,18.8712,39.5521,121.44,2.67532,node-2-win-1
2/28/2004,3:33:47 AM,312,2,18.8418,39.7217,121.44,2.66332,node-2-win-1
2/28/2004,3:34:46 AM,314,2,18.8222,39.7896,121.44,2.66332,node-2-win-1
2/28/2004,3:35:17 AM,315,2,18.8222,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:35:47 AM,316,2,18.832,39.8235,121.44,2.67532,node-2-win-1
2/28/2004,3:36:16 AM,317,2,18.832,39.8235,121.44,2.66332,node-2-win-1
2/28/2004,3:37:17 AM,319,2,18.832,39.62,121.44,2.66332,node-2-win-1
2/28/2004,3:39:17 AM,323,2,18.8418,39.7217,121.44,2.66332,node-2-win-1
2/28/2004,3:40:16 AM,325,2,18.8222,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:40:46 AM,326,2,18.8418,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:41:17 AM,327,2,18.8124,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:41:46 AM,328,2,18.8026,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:43:47 AM,332,2,18.7732,39.7217,121.44,2.66332,node-2-win-1
2/28/2004,3:45:47 AM,336,2,18.7732,39.8235,121.44,2.67532,node-2-win-1
2/28/2004,3:46:46 AM,338,2,18.783,39.8235,121.44,2.67532,node-2-win-1
2/28/2004,3:47:17 AM,339,2,18.7438,39.9591,121.44,2.65143,node-2-win-1
2/28/2004,3:49:16 AM,343,2,18.734,39.9252,121.44,2.66332,node-2-win-1
2/28/2004,3:49:47 AM,344,2,18.734,39.9591,121.44,2.66332,node-2-win-1
2/28/2004,3:50:47 AM,346,2,18.7536,39.8235,121.44,2.66332,node-2-win-1
2/28/2004,3:51:17 AM,347,2,18.734,39.6878,121.44,2.66332,node-2-win-1
2/28/2004,3:51:47 AM,348,2,18.734,39.62,121.44,2.66332,node-2-win-1
2/28/2004,3:52:17 AM,349,2,18.734,39.7896,121.44,2.66332,node-2-win-1
2/28/2004,3:52:47 AM,350,2,18.734,39.8913,121.44,2.66332,node-2-win-1
2/28/2004,3:53:17 AM,351,2,18.7144,39.8913,121.44,2.66332,node-2-win-1
2/28/2004,3:54:16 AM,353,2,18.7144,39.8574,121.44,2.67532,node-2-win-1
2/28/2004,3:54:47 AM,354,2,18.7144,39.8574,121.44,2.66332,node-2-win-1
2/28/2004,3:56:47 AM,358,2,18.7144,39.8913,121.44,2.65143,node-2-win-1
2/28/2004,3:57:17 AM,359,2,18.7046,39.8574,121.44,2.66332,node-2-win-1
2/28/2004,3:57:46 AM,360,2,18.7046,39.7557,121.44,2.66332,node-2-win-1
2/28/2004,3:59:47 AM,364,2,18.6948,39.8235,121.44,2.65143,node-2-win-1
2/28/2004,4:02:17 AM,369,2,18.6556,39.9252,121.44,2.66332,node-2-win-1
2/28/2004,4:04:17 AM,373,2,18.6164,39.9929,121.44,2.66332,node-2-win-1
2/28/2004,4:04:47 AM,374,2,18.6164,39.9591,121.44,2.66332,node-2-win-1
2/28/2004,4:05:47 AM,376,2,18.6752,39.6878,121.44,2.65143,node-2-win-1
2/28/2004,4:08:47 AM,382,2,18.6164,39.9252,121.44,2.67532,node-2-win-1
2/28/2004,4:09:47 AM,384,2,18.6164,39.8913,121.44,2.66332,node-2-win-1
2/28/2004,4:12:17 AM,389,2,18.6262,39.7557,121.44,2.65143,node-2-win-1
2/28/2004,4:13:46 AM,392,2,18.636,39.8235,121.44,2.66332,node-2-win-1
2/28/2004,4:14:46 AM,394,2,18.6164,39.8913,121.44,2.65143,node-2-win-1
2/28/2004,4:18:47 AM,402,2,18.5674,40.0268,121.44,2.65143,node-2-win-1
